num_words,word_size,words_per_row,local_array_size,area,process,voltage,temperature,slew,load,rise_delay,fall_delay,rise_slew,fall_slew,write1_power,write0_power,read1_power,read0_power,leakage_power
16,4,1,4,0,TT,1.0,25,0.04,0.8364,0.26609,0.26609,0.26984,0.26984,0.3716818888888889,0.45269522222222225,0.39135077777777777,0.3916741111111111,0.0021831
256,9,4,15,0,TT,1.0,25,0.00125,0.052275,0.41859999999999997,0.41859999999999997,0.2505,0.2505,0.7577922222222222,1.0025177777777778,0.9412322222222222,0.94063,0.021991999999999998
256,9,4,15,0,TT,1.0,25,0.00125,0.2091,0.42011,0.42011,0.25124,0.25124,0.7577922222222222,1.0025177777777778,0.9412322222222222,0.94063,0.021991999999999998
256,9,4,15,0,TT,1.0,25,0.00125,0.8364,0.42629,0.42629,0.25256999999999996,0.25256999999999996,0.7577922222222222,1.0025177777777778,0.9412322222222222,0.94063,0.021991999999999998
256,9,4,15,0,TT,1.0,25,0.005,0.052275,0.41933,0.41933,0.25063,0.25063,0.7577922222222222,1.0025177777777778,0.9412322222222222,0.94063,0.021991999999999998
256,9,4,15,0,TT,1.0,25,0.005,0.2091,0.4208,0.4208,0.25076000000000004,0.25076000000000004,0.7577922222222222,1.0025177777777778,0.9412322222222222,0.94063,0.021991999999999998
256,9,4,15,0,TT,1.0,25,0.005,0.8364,0.42707999999999996,0.42707999999999996,0.25241,0.25241,0.7577922222222222,1.0025177777777778,0.9412322222222222,0.94063,0.021991999999999998
256,9,4,15,0,TT,1.0,25,0.04,0.052275,0.42373,0.42373,0.25072,0.25072,0.7577922222222222,1.0025177777777778,0.9412322222222222,0.94063,0.021991999999999998
256,9,4,15,0,TT,1.0,25,0.04,0.2091,0.42548,0.42548,0.25092,0.25092,0.7577922222222222,1.0025177777777778,0.9412322222222222,0.94063,0.021991999999999998
256,9,4,15,0,TT,1.0,25,0.04,0.8364,0.43151,0.43151,0.25275,0.25275,0.7577922222222222,1.0025177777777778,0.9412322222222222,0.94063,0.021991999999999998
1024,27,4,89,0,TT,1.0,25,0.00125,0.052275,0.90703,0.90703,0.25694999999999996,0.25694999999999996,1.7577155555555555,3.104271111111111,3.005037777777778,3.0044155555555556,0.21148999999999998
1024,27,4,89,0,TT,1.0,25,0.00125,0.2091,0.9084,0.9084,0.25723999999999997,0.25723999999999997,1.7577155555555555,3.104271111111111,3.005037777777778,3.0044155555555556,0.21148999999999998
1024,27,4,89,0,TT,1.0,25,0.00125,0.8364,0.9153899999999999,0.9153899999999999,0.25769000000000003,0.25769000000000003,1.7577155555555555,3.104271111111111,3.005037777777778,3.0044155555555556,0.21148999999999998
1024,27,4,89,0,TT,1.0,25,0.005,0.052275,0.90752,0.90752,0.25662,0.25662,1.7577155555555555,3.104271111111111,3.005037777777778,3.0044155555555556,0.21148999999999998
1024,27,4,89,0,TT,1.0,25,0.005,0.2091,0.90938,0.90938,0.25679,0.25679,1.7577155555555555,3.104271111111111,3.005037777777778,3.0044155555555556,0.21148999999999998
1024,27,4,89,0,TT,1.0,25,0.005,0.8364,0.91578,0.91578,0.25822,0.25822,1.7577155555555555,3.104271111111111,3.005037777777778,3.0044155555555556,0.21148999999999998
1024,27,4,89,0,TT,1.0,25,0.04,0.052275,0.91227,0.91227,0.25771,0.25771,1.7577155555555555,3.104271111111111,3.005037777777778,3.0044155555555556,0.21148999999999998
1024,27,4,89,0,TT,1.0,25,0.04,0.2091,0.9138799999999999,0.9138799999999999,0.25757,0.25757,1.7577155555555555,3.104271111111111,3.005037777777778,3.0044155555555556,0.21148999999999998
1024,27,4,89,0,TT,1.0,25,0.04,0.8364,0.92033,0.92033,0.2585,0.2585,1.7577155555555555,3.104271111111111,3.005037777777778,3.0044155555555556,0.21148999999999998
64,26,4,23,0,TT,1.0,25,0.00125,0.052275,0.41342,0.41342,0.31986000000000003,0.31986000000000003,1.601789222222222,1.8642003333333337,1.7103781111111112,1.709867,0.019089
64,26,4,23,0,TT,1.0,25,0.00125,0.2091,0.41485,0.41485,0.32014,0.32014,1.601789222222222,1.8642003333333337,1.7103781111111112,1.709867,0.019089
64,26,4,23,0,TT,1.0,25,0.00125,0.8364,0.42079,0.42079,0.32178999999999996,0.32178999999999996,1.601789222222222,1.8642003333333337,1.7103781111111112,1.709867,0.019089
64,26,4,23,0,TT,1.0,25,0.005,0.052275,0.41369,0.41369,0.31972,0.31972,1.601789222222222,1.8642003333333337,1.7103781111111112,1.709867,0.019089
64,26,4,23,0,TT,1.0,25,0.005,0.2091,0.41546,0.41546,0.32,0.32,1.601789222222222,1.8642003333333337,1.7103781111111112,1.709867,0.019089
64,26,4,23,0,TT,1.0,25,0.005,0.8364,0.42108999999999996,0.42108999999999996,0.32167,0.32167,1.601789222222222,1.8642003333333337,1.7103781111111112,1.709867,0.019089
64,26,4,23,0,TT,1.0,25,0.04,0.052275,0.41859,0.41859,0.31999,0.31999,1.601789222222222,1.8642003333333337,1.7103781111111112,1.709867,0.019089
64,26,4,23,0,TT,1.0,25,0.04,0.2091,0.4201,0.4201,0.32038,0.32038,1.601789222222222,1.8642003333333337,1.7103781111111112,1.709867,0.019089
64,26,4,23,0,TT,1.0,25,0.04,0.8364,0.42583000000000004,0.42583000000000004,0.32176,0.32176,1.601789222222222,1.8642003333333337,1.7103781111111112,1.709867,0.019089
256,8,1,1,0,TT,1.0,25,0.00125,0.052275,0.44856,0.44856,0.33908,0.33908,0.8436666666666667,1.1422777777777777,0.9599111111111109,0.9614677777777777,0.047965
256,8,1,1,0,TT,1.0,25,0.00125,0.2091,0.44982,0.44982,0.33948999999999996,0.33948999999999996,0.8436666666666667,1.1422777777777777,0.9599111111111109,0.9614677777777777,0.047965
256,8,1,1,0,TT,1.0,25,0.00125,0.8364,0.45516,0.45516,0.34109,0.34109,0.8436666666666667,1.1422777777777777,0.9599111111111109,0.9614677777777777,0.047965
256,8,1,1,0,TT,1.0,25,0.005,0.052275,0.44912,0.44912,0.33914,0.33914,0.8436666666666667,1.1422777777777777,0.9599111111111109,0.9614677777777777,0.047965
256,8,1,1,0,TT,1.0,25,0.005,0.2091,0.45050999999999997,0.45050999999999997,0.33939,0.33939,0.8436666666666667,1.1422777777777777,0.9599111111111109,0.9614677777777777,0.047965
256,8,1,1,0,TT,1.0,25,0.005,0.8364,0.45592,0.45592,0.34074,0.34074,0.8436666666666667,1.1422777777777777,0.9599111111111109,0.9614677777777777,0.047965
256,8,1,1,0,TT,1.0,25,0.04,0.052275,0.45376,0.45376,0.33902,0.33902,0.8436666666666667,1.1422777777777777,0.9599111111111109,0.9614677777777777,0.047965
256,8,1,1,0,TT,1.0,25,0.04,0.2091,0.45496,0.45496,0.33996,0.33996,0.8436666666666667,1.1422777777777777,0.9599111111111109,0.9614677777777777,0.047965
256,8,1,1,0,TT,1.0,25,0.04,0.8364,0.4601,0.4601,0.34103,0.34103,0.8436666666666667,1.1422777777777777,0.9599111111111109,0.9614677777777777,0.047965
256,17,16,49,0,TT,1.0,25,0.00125,0.052275,0.5776,0.5776,0.26636,0.26636,2.752683222222222,4.809016555555555,4.721416555555556,4.721149888888888,0.040664000000000006
256,17,16,49,0,TT,1.0,25,0.00125,0.2091,0.5792999999999999,0.5792999999999999,0.26668000000000003,0.26668000000000003,2.752683222222222,4.809016555555555,4.721416555555556,4.721149888888888,0.040664000000000006
256,17,16,49,0,TT,1.0,25,0.00125,0.8364,0.58553,0.58553,0.26821999999999996,0.26821999999999996,2.752683222222222,4.809016555555555,4.721416555555556,4.721149888888888,0.040664000000000006
256,17,16,49,0,TT,1.0,25,0.005,0.052275,0.57848,0.57848,0.26581,0.26581,2.752683222222222,4.809016555555555,4.721416555555556,4.721149888888888,0.040664000000000006
256,17,16,49,0,TT,1.0,25,0.005,0.2091,0.5800599999999999,0.5800599999999999,0.26658000000000004,0.26658000000000004,2.752683222222222,4.809016555555555,4.721416555555556,4.721149888888888,0.040664000000000006
256,17,16,49,0,TT,1.0,25,0.005,0.8364,0.58597,0.58597,0.26754,0.26754,2.752683222222222,4.809016555555555,4.721416555555556,4.721149888888888,0.040664000000000006
256,17,16,49,0,TT,1.0,25,0.04,0.052275,0.58292,0.58292,0.26671999999999996,0.26671999999999996,2.752683222222222,4.809016555555555,4.721416555555556,4.721149888888888,0.040664000000000006
256,17,16,49,0,TT,1.0,25,0.04,0.2091,0.58372,0.58372,0.26713,0.26713,2.752683222222222,4.809016555555555,4.721416555555556,4.721149888888888,0.040664000000000006
256,17,16,49,0,TT,1.0,25,0.04,0.8364,0.59056,0.59056,0.26844999999999997,0.26844999999999997,2.752683222222222,4.809016555555555,4.721416555555556,4.721149888888888,0.040664000000000006
32,18,1,18,0,TT,1.0,25,0.00125,0.052275,0.34286999999999995,0.34286999999999995,0.3305,0.3305,0.7507451222222222,0.8881084555555555,0.7044717888888888,0.7042806777777777,0.0084411
32,18,1,18,0,TT,1.0,25,0.00125,0.2091,0.34389,0.34389,0.33097,0.33097,0.7507451222222222,0.8881084555555555,0.7044717888888888,0.7042806777777777,0.0084411
32,18,1,18,0,TT,1.0,25,0.00125,0.8364,0.34912,0.34912,0.33249,0.33249,0.7507451222222222,0.8881084555555555,0.7044717888888888,0.7042806777777777,0.0084411
32,18,1,18,0,TT,1.0,25,0.005,0.052275,0.34353999999999996,0.34353999999999996,0.33037,0.33037,0.7507451222222222,0.8881084555555555,0.7044717888888888,0.7042806777777777,0.0084411
32,18,1,18,0,TT,1.0,25,0.005,0.2091,0.34464,0.34464,0.33072,0.33072,0.7507451222222222,0.8881084555555555,0.7044717888888888,0.7042806777777777,0.0084411
32,18,1,18,0,TT,1.0,25,0.005,0.8364,0.34981,0.34981,0.33209,0.33209,0.7507451222222222,0.8881084555555555,0.7044717888888888,0.7042806777777777,0.0084411
32,18,1,18,0,TT,1.0,25,0.04,0.052275,0.34776,0.34776,0.33082999999999996,0.33082999999999996,0.7507451222222222,0.8881084555555555,0.7044717888888888,0.7042806777777777,0.0084411
32,18,1,18,0,TT,1.0,25,0.04,0.2091,0.34893,0.34893,0.33091,0.33091,0.7507451222222222,0.8881084555555555,0.7044717888888888,0.7042806777777777,0.0084411
32,18,1,18,0,TT,1.0,25,0.04,0.8364,0.35436,0.35436,0.33236,0.33236,0.7507451222222222,0.8881084555555555,0.7044717888888888,0.7042806777777777,0.0084411
512,22,16,249,0,TT,1.0,25,0.00125,0.052275,1.6605,1.6605,0.22986,0.22986,3.9463950000000003,7.910672777777778,7.870661666666667,7.875750555555555,0.09105
512,22,16,249,0,TT,1.0,25,0.00125,0.2091,1.6612,1.6612,0.23041999999999999,0.23041999999999999,3.9463950000000003,7.910672777777778,7.870661666666667,7.875750555555555,0.09105
512,22,16,249,0,TT,1.0,25,0.00125,0.8364,1.6622999999999999,1.6622999999999999,0.23181,0.23181,3.9463950000000003,7.910672777777778,7.870661666666667,7.875750555555555,0.09105
512,22,16,249,0,TT,1.0,25,0.005,0.052275,1.6606,1.6606,0.22952,0.22952,3.9463950000000003,7.910672777777778,7.870661666666667,7.875750555555555,0.09105
512,22,16,249,0,TT,1.0,25,0.005,0.2091,1.6608,1.6608,0.22913,0.22913,3.9463950000000003,7.910672777777778,7.870661666666667,7.875750555555555,0.09105
512,22,16,249,0,TT,1.0,25,0.005,0.8364,1.6597,1.6597,0.22829,0.22829,3.9463950000000003,7.910672777777778,7.870661666666667,7.875750555555555,0.09105
512,22,16,249,0,TT,1.0,25,0.04,0.052275,1.6640000000000001,1.6640000000000001,0.22821,0.22821,3.9463950000000003,7.910672777777778,7.870661666666667,7.875750555555555,0.09105
512,22,16,249,0,TT,1.0,25,0.04,0.2091,1.6653,1.6653,0.22913,0.22913,3.9463950000000003,7.910672777777778,7.870661666666667,7.875750555555555,0.09105
512,22,16,249,0,TT,1.0,25,0.04,0.8364,1.6668999999999998,1.6668999999999998,0.23044,0.23044,3.9463950000000003,7.910672777777778,7.870661666666667,7.875750555555555,0.09105
512,15,8,85,0,TT,1.0,25,0.00125,0.052275,0.81077,0.81077,0.25318999999999997,0.25318999999999997,1.6537620000000002,3.1433064444444443,3.083662,3.083550888888889,0.061834999999999994
512,15,8,85,0,TT,1.0,25,0.00125,0.2091,0.81247,0.81247,0.25372,0.25372,1.6537620000000002,3.1433064444444443,3.083662,3.083550888888889,0.061834999999999994
512,15,8,85,0,TT,1.0,25,0.00125,0.8364,0.81894,0.81894,0.25572,0.25572,1.6537620000000002,3.1433064444444443,3.083662,3.083550888888889,0.061834999999999994
512,15,8,85,0,TT,1.0,25,0.005,0.052275,0.81113,0.81113,0.25397000000000003,0.25397000000000003,1.6537620000000002,3.1433064444444443,3.083662,3.083550888888889,0.061834999999999994
512,15,8,85,0,TT,1.0,25,0.005,0.2091,0.8128500000000001,0.8128500000000001,0.25283999999999995,0.25283999999999995,1.6537620000000002,3.1433064444444443,3.083662,3.083550888888889,0.061834999999999994
512,15,8,85,0,TT,1.0,25,0.005,0.8364,0.81927,0.81927,0.25543,0.25543,1.6537620000000002,3.1433064444444443,3.083662,3.083550888888889,0.061834999999999994
512,15,8,85,0,TT,1.0,25,0.04,0.052275,0.81586,0.81586,0.25389,0.25389,1.6537620000000002,3.1433064444444443,3.083662,3.083550888888889,0.061834999999999994
512,15,8,85,0,TT,1.0,25,0.04,0.2091,0.81748,0.81748,0.25489,0.25489,1.6537620000000002,3.1433064444444443,3.083662,3.083550888888889,0.061834999999999994
512,15,8,85,0,TT,1.0,25,0.04,0.8364,0.82371,0.82371,0.25639,0.25639,1.6537620000000002,3.1433064444444443,3.083662,3.083550888888889,0.061834999999999994
512,27,4,60,0,TT,1.0,25,0.00125,0.052275,0.8225199999999999,0.8225199999999999,0.28365999999999997,0.28365999999999997,1.6582586666666665,2.944914222222222,2.8431586666666666,2.8427920000000007,0.10886
512,27,4,60,0,TT,1.0,25,0.00125,0.2091,0.8242400000000001,0.8242400000000001,0.28402,0.28402,1.6582586666666665,2.944914222222222,2.8431586666666666,2.8427920000000007,0.10886
512,27,4,60,0,TT,1.0,25,0.00125,0.8364,0.8301999999999999,0.8301999999999999,0.28620999999999996,0.28620999999999996,1.6582586666666665,2.944914222222222,2.8431586666666666,2.8427920000000007,0.10886
512,27,4,60,0,TT,1.0,25,0.005,0.052275,0.82333,0.82333,0.28382999999999997,0.28382999999999997,1.6582586666666665,2.944914222222222,2.8431586666666666,2.8427920000000007,0.10886
512,27,4,60,0,TT,1.0,25,0.005,0.2091,0.8245300000000001,0.8245300000000001,0.2843,0.2843,1.6582586666666665,2.944914222222222,2.8431586666666666,2.8427920000000007,0.10886
512,27,4,60,0,TT,1.0,25,0.005,0.8364,0.8310299999999999,0.8310299999999999,0.28607,0.28607,1.6582586666666665,2.944914222222222,2.8431586666666666,2.8427920000000007,0.10886
512,27,4,60,0,TT,1.0,25,0.04,0.052275,0.82779,0.82779,0.28248,0.28248,1.6582586666666665,2.944914222222222,2.8431586666666666,2.8427920000000007,0.10886
512,27,4,60,0,TT,1.0,25,0.04,0.2091,0.82894,0.82894,0.28298,0.28298,1.6582586666666665,2.944914222222222,2.8431586666666666,2.8427920000000007,0.10886
512,27,4,60,0,TT,1.0,25,0.04,0.8364,0.83489,0.83489,0.28474,0.28474,1.6582586666666665,2.944914222222222,2.8431586666666666,2.8427920000000007,0.10886
16,12,1,1,0,TT,1.0,25,0.00125,0.052275,0.28398,0.28398,0.29045000000000004,0.29045000000000004,0.6609966666666667,0.7927133333333334,0.6223755555555556,0.6238977777777779,0.0065626999999999994
16,12,1,1,0,TT,1.0,25,0.00125,0.2091,0.28533,0.28533,0.29063,0.29063,0.6609966666666667,0.7927133333333334,0.6223755555555556,0.6238977777777779,0.0065626999999999994
16,12,1,1,0,TT,1.0,25,0.00125,0.8364,0.29073,0.29073,0.29231,0.29231,0.6609966666666667,0.7927133333333334,0.6223755555555556,0.6238977777777779,0.0065626999999999994
16,12,1,1,0,TT,1.0,25,0.005,0.052275,0.28465999999999997,0.28465999999999997,0.29035,0.29035,0.6609966666666667,0.7927133333333334,0.6223755555555556,0.6238977777777779,0.0065626999999999994
16,12,1,1,0,TT,1.0,25,0.005,0.2091,0.2858,0.2858,0.29086,0.29086,0.6609966666666667,0.7927133333333334,0.6223755555555556,0.6238977777777779,0.0065626999999999994
16,12,1,1,0,TT,1.0,25,0.005,0.8364,0.29102999999999996,0.29102999999999996,0.29207,0.29207,0.6609966666666667,0.7927133333333334,0.6223755555555556,0.6238977777777779,0.0065626999999999994
16,12,1,1,0,TT,1.0,25,0.04,0.052275,0.28922000000000003,0.28922000000000003,0.29046,0.29046,0.6609966666666667,0.7927133333333334,0.6223755555555556,0.6238977777777779,0.0065626999999999994
16,12,1,1,0,TT,1.0,25,0.04,0.2091,0.29036,0.29036,0.29098,0.29098,0.6609966666666667,0.7927133333333334,0.6223755555555556,0.6238977777777779,0.0065626999999999994
16,12,1,1,0,TT,1.0,25,0.04,0.8364,0.29567000000000004,0.29567000000000004,0.29267,0.29267,0.6609966666666667,0.7927133333333334,0.6223755555555556,0.6238977777777779,0.0065626999999999994
1024,64,4,0,0,TT,1.0,25,0.00125,0.052275,0.7484999999999999,0.7484999999999999,0.37309,0.37309,2.6633876666666665,3.3416209999999995,3.0794432222222223,3.0788321111111108,0.33807
1024,64,4,0,0,TT,1.0,25,0.00125,0.2091,0.75021,0.75021,0.37358,0.37358,2.6633876666666665,3.3416209999999995,3.0794432222222223,3.0788321111111108,0.33807
1024,64,4,0,0,TT,1.0,25,0.00125,0.8364,0.75676,0.75676,0.37532,0.37532,2.6633876666666665,3.3416209999999995,3.0794432222222223,3.0788321111111108,0.33807
1024,64,4,0,0,TT,1.0,25,0.005,0.052275,0.7490199999999999,0.7490199999999999,0.37309,0.37309,2.6633876666666665,3.3416209999999995,3.0794432222222223,3.0788321111111108,0.33807
1024,64,4,0,0,TT,1.0,25,0.005,0.2091,0.75092,0.75092,0.37370000000000003,0.37370000000000003,2.6633876666666665,3.3416209999999995,3.0794432222222223,3.0788321111111108,0.33807
1024,64,4,0,0,TT,1.0,25,0.005,0.8364,0.75752,0.75752,0.37552,0.37552,2.6633876666666665,3.3416209999999995,3.0794432222222223,3.0788321111111108,0.33807
1024,64,4,0,0,TT,1.0,25,0.04,0.052275,0.75399,0.75399,0.37582,0.37582,2.6633876666666665,3.3416209999999995,3.0794432222222223,3.0788321111111108,0.33807
1024,64,4,0,0,TT,1.0,25,0.04,0.2091,0.75554,0.75554,0.37531000000000003,0.37531000000000003,2.6633876666666665,3.3416209999999995,3.0794432222222223,3.0788321111111108,0.33807
1024,64,4,0,0,TT,1.0,25,0.04,0.8364,0.76181,0.76181,0.37611,0.37611,2.6633876666666665,3.3416209999999995,3.0794432222222223,3.0788321111111108,0.33807
512,64,4,0,0,TT,1.0,25,0.00125,0.052275,0.65448,0.65448,0.42133,0.42133,2.2284265555555556,2.582793222222222,2.356371,2.3562598888888893,0.17347
512,64,4,0,0,TT,1.0,25,0.00125,0.2091,0.6561600000000001,0.6561600000000001,0.42239,0.42239,2.2284265555555556,2.582793222222222,2.356371,2.3562598888888893,0.17347
512,64,4,0,0,TT,1.0,25,0.00125,0.8364,0.66169,0.66169,0.42561,0.42561,2.2284265555555556,2.582793222222222,2.356371,2.3562598888888893,0.17347
512,64,4,0,0,TT,1.0,25,0.005,0.052275,0.65515,0.65515,0.42155,0.42155,2.2284265555555556,2.582793222222222,2.356371,2.3562598888888893,0.17347
512,64,4,0,0,TT,1.0,25,0.005,0.2091,0.6556799999999999,0.6556799999999999,0.42229999999999995,0.42229999999999995,2.2284265555555556,2.582793222222222,2.356371,2.3562598888888893,0.17347
512,64,4,0,0,TT,1.0,25,0.005,0.8364,0.6625000000000001,0.6625000000000001,0.42538,0.42538,2.2284265555555556,2.582793222222222,2.356371,2.3562598888888893,0.17347
512,64,4,0,0,TT,1.0,25,0.04,0.052275,0.65991,0.65991,0.42117,0.42117,2.2284265555555556,2.582793222222222,2.356371,2.3562598888888893,0.17347
512,64,4,0,0,TT,1.0,25,0.04,0.2091,0.6612100000000001,0.6612100000000001,0.42212,0.42212,2.2284265555555556,2.582793222222222,2.356371,2.3562598888888893,0.17347
512,64,4,0,0,TT,1.0,25,0.04,0.8364,0.66734,0.66734,0.42366000000000004,0.42366000000000004,2.2284265555555556,2.582793222222222,2.356371,2.3562598888888893,0.17347
32,4,2,5,0,TT,1.0,25,0.00125,0.052275,0.30502999999999997,0.30502999999999997,0.24575,0.24575,0.41479390000000005,0.5094283444444445,0.44650278888888895,0.4462083444444444,0.0028599
32,4,2,5,0,TT,1.0,25,0.00125,0.2091,0.30640999999999996,0.30640999999999996,0.24605,0.24605,0.41479390000000005,0.5094283444444445,0.44650278888888895,0.4462083444444444,0.0028599
32,4,2,5,0,TT,1.0,25,0.00125,0.8364,0.31256,0.31256,0.24731999999999998,0.24731999999999998,0.41479390000000005,0.5094283444444445,0.44650278888888895,0.4462083444444444,0.0028599
32,4,2,5,0,TT,1.0,25,0.005,0.052275,0.30556,0.30556,0.24584999999999999,0.24584999999999999,0.41479390000000005,0.5094283444444445,0.44650278888888895,0.4462083444444444,0.0028599
