
2048  752760.18 748176.39 743592.6 836602.83
8192  2088356.31 2021618.7 2014494.75 2007370.8
32768  7893123.66 6804401.625 6629592.15 6617070.36
131072 40693123.8 31637174.4  24644200.14  23839544.025
